loan_id,customer_id,loan_type,amount,interest_rate,term_months,issue_date,branch,status,risk_score,full_name,gender,birth_date,city,segment,registration_date
163,684,Потребительский,426000.0,23.55,12,2023-12-14,Отделение №2,Закрыт,0.098,Никанор Егорович Королев,M,1957-01-11,Самара,Retail,2023-12-14
164,387,Ипотека,7460000.0,18.92,240,2023-05-28,Отделение №12,Активен,0.25,Пестов Ладислав Харлампьевич,M,1968-05-28,Самара,Retail,2023-05-28
165,30,Вексель,3449000.0,19.48,9,2025-02-07,Отделение №14,Закрыт,0.998,Светлана Александровна Моисеева,F,1972-07-12,Москва,Business,2025-02-07
166,399,Вексель,3725000.0,20.67,9,2025-01-28,Отделение №6,Закрыт,0.282,Рюрик Ермилович Беляков,M,1956-02-06,Ростов-на-Дону,Business,2025-01-28
167,245,Вексель,2079000.0,20.44,12,2025-04-02,Отделение №11,Просрочен,0.012,г-н Потапов Ипатий Всеволодович,M,1961-05-22,Новосибирск,Retail,2024-12-23
168,328,Автокредит,2379000.0,10.69,36,2024-11-15,Отделение №4,Активен,0.723,Овчинников Мстислав Данилович,M,1975-10-03,Челябинск,Retail,2024-11-15
169,345,Ипотека,7158000.0,12.77,300,2024-11-11,Отделение №14,Дефолт,0.086,Гуляев Ростислав Харлампович,M,1988-07-10,Уфа,Retail,2024-11-11
170,419,Потребительский,628000.0,14.57,48,2024-03-30,Отделение №1,Активен,0.853,Ольга Станиславовна Мельникова,F,1971-12-28,Челябинск,Premium,2024-03-30
171,556,Ипотека,7775000.0,23.86,180,2025-12-05,Отделение №13,Просрочен,0.01,Мамонтова Феврония Сергеевна,F,1963-07-07,Москва,Retail,2025-12-05
172,580,Вексель,1838000.0,14.33,6,2024-08-06,Отделение №13,Закрыт,0.753,Давыд Фокич Воронцов,M,1994-04-14,Уфа,Business,2024-08-06
173,60,Вексель,2734000.0,6.93,9,2025-04-17,Отделение №15,Активен,0.785,Юдина Клавдия Робертовна,F,1972-02-12,Москва,Retail,2022-05-01
174,768,Потребительский,783000.0,18.09,36,2025-03-09,Отделение №10,Активен,0.603,Кулакова Клавдия Георгиевна,F,1963-06-21,Санкт-Петербург,Retail,2022-11-19
175,152,Автокредит,1416000.0,23.96,60,2025-03-25,Отделение №7,Дефолт,0.064,Сафонова Светлана Эльдаровна,F,1970-05-22,Челябинск,Premium,2025-03-25
176,308,Потребительский,131000.0,22.96,48,2025-08-01,Отделение №2,Дефолт,0.093,Любовь Константиновна Меркушева,F,1989-10-15,Самара,Business,2024-02-06
177,777,Вексель,970000.0,9.94,12,2023-09-29,Отделение №7,Просрочен,0.069,Наина Леоновна Давыдова,F,1969-03-22,Уфа,Retail,2023-09-29
178,356,Потребительский,225000.0,7.56,12,2025-06-13,Отделение №3,Активен,0.519,Пахомов Прокл Иларионович,M,1978-12-04,Челябинск,Retail,2025-06-13
179,597,Потребительский,732000.0,24.71,48,2024-02-17,Отделение №7,Активен,0.129,Вадим Фокич Калашников,M,1990-03-18,Екатеринбург,Retail,2024-02-17
180,331,Ипотека,2688000.0,22.52,180,2024-03-20,Отделение №14,Активен,0.31,Савва Викентьевич Мишин,M,1992-05-12,Москва,Business,2024-03-20
181,231,Вексель,2426000.0,10.23,9,2025-09-21,Отделение №8,Активен,0.717,Тамара Леонидовна Фомичева,F,1987-05-26,Новосибирск,Premium,2025-09-21
182,69,Потребительский,56000.0,7.68,24,2025-03-31,Отделение №13,Активен,0.399,Буров Антонин Бенедиктович,M,1988-08-27,Ростов-на-Дону,Retail,2025-03-31
183,23,Потребительский,297000.0,15.01,48,2024-07-31,Отделение №2,Просрочен,0.039,Яковлева Наталья Эльдаровна,F,1958-12-23,Челябинск,Premium,2023-03-12
184,354,Потребительский,711000.0,19.39,48,2023-12-12,Отделение №5,Активен,0.712,г-н Некрасов Куприян Захарьевич,M,1961-01-03,Москва,Retail,2023-09-28
185,535,Ипотека,10234000.0,11.08,180,2024-04-30,Отделение №12,Активен,0.9,Куликов Арсений Владленович,M,1978-04-11,Самара,Business,2023-01-14
186,608,Ипотека,5847000.0,16.96,180,2025-12-01,Отделение №1,Активен,0.394,Соболева Ольга Анатольевна,F,1962-07-29,Казань,Retail,2022-01-25
187,704,Потребительский,703000.0,16.39,36,2025-07-10,Отделение №2,Активен,0.667,Юлий Гурьевич Кабанов,M,1985-01-30,Ростов-на-Дону,Premium,2025-04-19
188,378,Вексель,3640000.0,14.07,6,2025-09-17,Отделение №2,Активен,0.762,Овчинников Аполлон Валерьевич,M,1982-08-13,Ростов-на-Дону,Retail,2025-09-17
189,372,Кредитная карта,51000.0,20.6,12,2025-10-04,Отделение №8,Активен,0.326,г-н Фролов Семен Адрианович,M,1974-06-10,Уфа,Premium,2025-10-04
190,267,Потребительский,206000.0,6.99,12,2024-08-04,Отделение №11,Закрыт,0.639,Фадеев Клавдий Давидович,M,1997-08-25,Екатеринбург,Premium,2022-10-16
191,85,Вексель,1968000.0,13.8,12,2023-02-03,Отделение №2,Просрочен,0.011,Казимир Вячеславович Савин,M,2005-09-22,Новосибирск,Retail,2022-01-08
192,240,Вексель,769000.0,14.99,12,2025-06-18,Отделение №11,Дефолт,0.083,Ильин Радован Бенедиктович,M,1990-02-19,Казань,Retail,2025-06-18
193,224,Потребительский,763000.0,21.6,24,2024-11-05,Отделение №3,Активен,0.842,Глафира Ждановна Сысоева,F,1998-07-23,Москва,Retail,2024-11-05
194,166,Вексель,3074000.0,8.78,6,2023-08-26,Отделение №3,Закрыт,0.741,Исакова Нонна Эльдаровна,F,1980-02-10,Казань,Business,2023-07-27
195,756,Потребительский,623000.0,14.61,36,2022-11-15,Отделение №12,Закрыт,0.178,Владилен Аксёнович Журавлев,M,1975-01-16,Челябинск,Retail,2022-11-15
196,753,Потребительский,556000.0,19.32,24,2024-11-03,Отделение №13,Активен,0.837,Алевтина Вячеславовна Григорьева,F,2001-03-08,Уфа,Retail,2024-11-03
197,62,Автокредит,2123000.0,19.2,24,2024-05-16,Отделение №10,Активен,0.444,Антонина Анатольевна Белякова,F,1966-10-04,Уфа,Premium,2024-05-16
198,571,Потребительский,629000.0,13.39,24,2023-05-27,Отделение №2,Закрыт,0.239,Лаврентий Архипович Муравьев,M,1962-08-22,Казань,Retail,2022-04-26
199,323,Потребительский,71000.0,21.6,12,2023-11-30,Отделение №2,Закрыт,0.68,Вера Ждановна Зайцева,F,1989-01-05,Казань,Retail,2023-11-30
200,554,Потребительский,712000.0,7.31,24,2022-12-09,Отделение №14,Закрыт,0.513,Нина Борисовна Кузнецова,F,1960-10-19,Москва,Retail,2022-02-14
201,91,Потребительский,472000.0,10.31,24,2025-09-27,Отделение №7,Активен,0.542,Ладимир Юльевич Никифоров,M,1990-05-09,Уфа,Retail,2025-09-27
202,685,Потребительский,210000.0,9.69,36,2025-10-11,Отделение №6,Активен,0.402,Амвросий Елисеевич Павлов,M,1997-09-21,Казань,Premium,2025-10-11
203,406,Потребительский,210000.0,18.61,24,2024-12-08,Отделение №10,Активен,0.278,Кулаков Мариан Харламович,M,1982-09-05,Санкт-Петербург,Business,2024-12-08
204,535,Ипотека,2673000.0,12.05,180,2024-04-21,Отделение №2,Активен,0.599,Куликов Арсений Владленович,M,1978-04-11,Самара,Business,2023-01-14
205,673,Вексель,3977000.0,24.15,6,2023-12-04,Отделение №11,Закрыт,0.6,Афиноген Адамович Голубев,M,1965-12-15,Новосибирск,Retail,2023-12-04
206,649,Вексель,3422000.0,9.73,6,2023-11-12,Отделение №12,Закрыт,0.762,Абрамова Ия Константиновна,F,1972-09-10,Челябинск,Retail,2023-11-06
207,621,Потребительский,689000.0,12.67,48,2023-01-03,Отделение №10,Активен,0.609,Никифор Ерофеевич Юдин,M,1958-07-06,Нижний Новгород,Business,2023-01-03
208,725,Ипотека,7110000.0,17.31,180,2025-11-11,Отделение №4,Активен,0.988,Будимир Терентьевич Герасимов,M,1974-12-19,Казань,Business,2025-11-11
209,142,Потребительский,619000.0,10.85,12,2023-09-25,Отделение №4,Закрыт,0.428,Любосмысл Гавриилович Мартынов,M,1966-09-14,Нижний Новгород,Retail,2022-04-13
210,471,Автокредит,556000.0,11.96,48,2024-10-18,Отделение №4,Активен,0.152,Валерия Антоновна Корнилова,F,1990-01-02,Санкт-Петербург,Retail,2024-07-09
211,720,Автокредит,1019000.0,8.97,60,2025-01-25,Отделение №13,Активен,0.318,Васильева Марфа Филипповна,F,1984-04-03,Ростов-на-Дону,Retail,2025-01-25
212,664,Вексель,2652000.0,21.45,12,2025-08-20,Отделение №4,Активен,0.751,Ковалева Синклитикия Матвеевна,F,2005-11-01,Челябинск,Business,2023-11-11
213,342,Вексель,1723000.0,16.42,6,2023-02-26,Отделение №11,Закрыт,0.907,Устинова Ангелина Макаровна,F,1968-03-18,Ростов-на-Дону,Retail,2022-08-05
214,155,Кредитная карта,246000.0,17.69,36,2025-03-05,Отделение №6,Активен,0.381,Фадей Ермолаевич Игнатов,M,2004-10-07,Нижний Новгород,Premium,2025-03-05
215,271,Потребительский,522000.0,7.79,12,2025-07-31,Отделение №11,Активен,0.192,Татьяна Ниловна Виноградова,F,1963-01-19,Санкт-Петербург,Business,2025-07-31
216,195,Кредитная карта,283000.0,9.7,12,2023-06-26,Отделение №13,Закрыт,0.549,Жданов Тихон Матвеевич,M,1979-05-09,Ростов-на-Дону,Premium,2023-06-26
217,767,Кредитная карта,94000.0,19.84,12,2024-10-20,Отделение №12,Закрыт,0.311,Ширяев Кирилл Зиновьевич,M,2000-06-21,Новосибирск,Business,2024-10-20
